"Cikkszám";"Termék Név";"Státusz";"Nettó Ár";"Bruttó Ár";"Rövid Leírás";"Tulajdonságok";"Link";"Min. Menny.";"Max. Menny.";"Raktárkészlet";"Vásárolható, ha nincs Raktáron";"Változatokhoz Raktárkészlet";"Alacsony készlet";"Kép kapcsolat"
"D073";"BubbleBum - Felfujható ülésmagasító";"1";"5267.7165";"6690";"-BubbleBum  hordozható<br />-Könnyű, felfújható autós ülésmagasító <br />-4-11 év közötti gyerekeknek. ";"";"";"1";"";"2";"0";"0";"";""
"H103";"FUCHSI Biztonsági övterelő";"1";"3929.1339";"4990";"<!HTML KOD><p><strong>Új, sérült doboz</strong><br />A has védelme: az öv nem úgy fut, mint egy normál biztonsági öv a hasadon, hanem a combodon fut, így Ön és babája a legjobban védett az autóút során.<br />Könnyen felszerelhető: mindössze 4 lépésben rögzíti a Fuchsi biztonsági övet.<br />Univerzális méret: a heveder állítható annak érdekében, hogy bármely nő viselhesse - függetlenül a terhesség hetétől és a has kerületétől.</p>";"";"";"1";"";"1";"0";"0";"";""
"F058";"Hátsó ülés tükör 360 °";"1";"4244.0945";"5390";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új termék,a csomagolás esztétikailag sérült, bontott</strong> </span><br />Méret:30x19cm<br />360 ° -ban elforgatható<br />Ütésálló akril tükör</p>";"";"";"1";"";"5";"0";"0";"";""
"F075";"Lina M. babatükör (Új,bontott csomagolás)";"1";"3929.1339";"4990";"A Lina M. tükör 360 fokban forgatható, billenthető, álló vagy fekvő helyzetben is rögzíthető. <br />A Lina M. tükör 2 különböző konzollal rendelkezik<br />Méret:160 x 100 mm<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"7";"0";"0";"";""
"H172";"PEG PEREGO Kit Auto Culla Elite gyermek biztonsági övcsat";"2";"11803.1496";"14990";"A Peg Perego Kit Auto lehetővé teszi, hogy a Peg Perego Culla Elite mózeskosár használatát az autóban, <br />garantálva ezzel a csecsemő kényelmét és biztonságát az élet első hónapjaiban. <br />A Kit Auto 0 és 10 kg közötti korcsoportra (0 - 9 hónap) engedélyezték. <br />A készlet tartalmaz: hárompontos biztonsági övet vállpárnákkal és csatlakozókkal az autóban történő szállításhoz, matrac-kiegészítőt, védőpolisztirént.<br />Tulajdonságok<br />Rögzítés módja: clippel (rögzítő kapoccsal)<br />Rögzíthető: az autó kialakításától függően a hátsó két vagy három ülésére<br />Újszülöttkortól használható<br />Energiaelnyelő betétet tartalmaz<br />Normál szabvány méretek: 0-10 kg, 0<br />A következő mózeskosarakkal használható: Peg Perego Culla Elite";"";"";"1";"";"1";"0";"0";"";""
"G053";"Prince Lionheart babafigyelő visszapillantó tükör";"2";"4716.5354";"5990";"Rögzítés módja: pánttal, tépőzárral<br />A visszapillantó tükör segítségével látható a menetiránnyal ellentétesen rögzített ülésben a gyermek<br />Szélessége (cm): 20";"";"";"1";"";"1";"0";"0";"";""
"F038";"reer Utazó box";"1";"4086.6142";"5190";"Autós doboz a hátsó üléshez, rengeteg tárolóhellyel könyvek, italok, játékok és egyebek számára. Méretek: kb. 24 x 46 x 24 cm.<br />Könnyen tárolható, összecsukható <br />Könnyen tisztítható<br />Víz és szennyeződést taszító anyagból készült.";"";"";"1";"";"1";"0";"0";"";""
"G076";"TDP24 baba visszapillantó tükör";"2";"3929.1339";"4990";"Különösen szilárd tartás - a babatükör bevált 360 ° -os gömbcsuklóval rendelkezik<br />Könnyen telepíthető";"";"";"1";"";"1";"0";"0";"";""
"H131";"Zuwit Biztonsági övterelő";"2";"3929.1339";"4990";"Könnyen telepíthető<br />Lehetővé teszi a terhes járművezetők számára, hogy a vezetésre összpontosítsanak, <br />és nagyobb kényelmet és biztonságot nyújt a terhes utasok számára.";"";"";"1";"";"1";"0";"0";"";""
"Z006";"Disney Mickey baba hálózsák";"2";"4086.6142";"5190";"-Egészséges nyugodt alváshoz<br />-Jó minőségű, kellemes tapintású<br />-Kényelmes, jól szellőző pamut<br />-Méretek:70cm 0-6 hónapos korig, 90cm 6-18 hónapos korig, 110cm 18-48 hónapos korig<br />                 <br />                 ";"";"";"1";"";"no";"0";"1";"";""
"Z005";"Disney Minnie baba hálózsák";"2";"4086.6142";"5190";"-Egészséges nyugodt alváshoz<br />-Jó minőségű, kellemes tapintású<br />-Kényelmes, jól szellőző pamut<br />-Méretek:70cm 0-6 hónapos korig, 90cm 6-18 hónapos korig, 110cm 18-48 hónapos korig<br />                 ";"";"";"1";"";"no";"0";"1";"";""
"G052";"Red Castle babapólya";"2";"7866.1417";"9990";"<!HTML KOD><p><strong>Új, bontott dobozos termék</strong><br />0-3 hónapos babáknak<br />Megelőzi a Mro-reflexet<br />Anyag: 100% pamut<br />Mosási utasítások: Mosógépben mosható 30 ° C-on</p>";"";"";"1";"";"1";"0";"0";"";""
"B017";"Roba Alvózsák 110cm";"1";"3543.3071";"4500";"-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"G003";"Sterntaler Hálózsák 110cm";"2";"11015.748";"13990";"A Sterntaler kiváló minőségű márkás terméke.<br />Méret: 110cm";"";"";"1";"";"1";"0";"0";"";""
"H033";"TOMMEE TIPPEE Snuggle  paplanos baba és gyerek hálózsák";"2";"7866.1417";"9990";"bélés: 100% pamut külső rész: 95% pamut , 5% elasztán töltet: 100% poliészter<br /> Vastagságának köszönhetően ideális melegebb környezetben, 20-24 °C-on; 1,0 Togos<br />Tisztítás: mosógépben mosható<br />Anyagtípus:(bélés) pamut<br />Anyagtípus:(külső rész) pamut<br />Anyagtípus:(töltet) flísz<br />Fazon: bélelt, cipzárral és patenttal záródó, egyik oldalán és alján cipzárral záródó, ujjnélküli<br />Díszítés: anyagában mintás<br />Cipzárvég védőrésszel ellátott<br />Paplanos béléssel<br />Ajánlott kor: 3-9hónapos<br />Méret:60-72cm<br />";"";"";"1";"";"1";"0";"0";"";""
"G075";"Idoit Digital érintés nélküli infrás lázmérő";"2";"3692.9134";"4690";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új, bontott csomagolás</strong></span><br />Érintés nélküli hőmérő<br />2 az 1-ben infravörös hőmérő<br />A lázmérés mellett a tárgyak és a környezet hőmérséklete is mérhető</p>";"";"";"1";"";"1";"0";"0";"";""
"H114";"IDOIT Digital Infrared 4 in 1 hőmérő";"2";"4716.5354";"5990";"Orvosi hőmérő LCD kijelzővel<br />4 az 1-ben infravörös hőmérő";"";"";"1";"";"1";"0";"0";"";""
"H113";"Miniland lázmérő";"2";"866.1417";"1100";"Teljesen rugalmas<br />Védőtasak";"";"";"1";"";"1";"0";"0";"";""
"H112";"NUK 3 az 1-ben Gyerek hőmérő";"2";"7866.1417";"9990";"Gyermek hőmérő NUK 3 az 1-ben. <br />Testhőmérséklet mérésére alkalmas. <br />Úgy tervezték, hogy megmérje a testhőmérsékletet, a szobahőmérsékletet és a felületi hőmérsékletet. <br />Alkalmas a víz hőmérsékletének - fürdés vagy bébiétel mérésére. <br />Az infravörös technológiának köszönhetően a testhőmérséklet a fülben és a homlokon is mérhető. <br />A mérés egyszerű és gyors, ami nagyon praktikus a kisgyermekek számára. <br />Magasabb hőmérséklet esetén azonnali riasztás (az eltérést színváltozással is jelzi, a kijelző zöldről pirosra vált). <br />(CR 2032, 3 V) elemekre működik.<br /> Az elemek a csomagolás része. <br />Sokoldalú, bébiételek vagy akár a fürdővíz hőmérsékletének meghatározására is alkalmas";"";"";"1";"";"1";"0";"0";"";""
"G090";"ABC DESIGN Jetset Walnut pelenkázó táska";"1";"15740.1575";"19990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Csomagolás nélküki új termék.A cipzárnál a varrás javítva van (5-6cm)</strong></span><br /><span style=""color: #ff0000;""><strong>Fényképen látható</strong></span><br />Hasznos és praktikus táska a sűrűn használandó bébiholmiknak<br />Kézben hordható<br />Vállon hordható<br />Háton hordható<br />Rögzíthető: univerzális, legtöbb babakocsihoz<br />Rögzítés módja: akasztóval<br />Anyaga: 100% poliészter, textilbőr<br />Felszereltsége: cipzáros tároló, cumisüvegtartó, pelenkázólap<br />Mérete (kb. cm): 44x15x40,5<br />Tisztítása: kézi mosással</p>";"";"";"1";"";"1";"0";"0";"";""
"C043";"baby on board simple swirl sac pelenkázó táska";"1";"5031.4961";"6390";"2 nagy rekesszel, 8 gyors hozzáférhető zsebbel<br />Tartozékként szőnyeg-izoterm palacktartó-babakocsi-rögzítő-vállpánt<br />Méretek:44x21x29<br />";"";"";"1";"";"2";"0";"0";"";""
"C143";"Babymoov Pelenkázó és Utazótáska";"1";"9440.9449";"11990";"Méretek:43 x 29 x 21 cm; 900 gramm<br />Anyagösszetétel	100% poliészter<br />Kiváló minőségű<br />A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"H012";"Beaba Geneva II fekete pelenkázótáska";"2";"14952.7559";"18990";"A Beaba Geneva II pelenkázótáska babakocsihoz fekete színben egy praktikus, tágas táska, amelyben minden szükséges kellék helyet talál. <br />A pelenkázótáska praktikus pántok segítségével minden babakocsi típushoz rögzíthető.<br />A termék egy kisebb táskát is tartalmaz, mely ideális a rövidebb sétákhoz. <br />A táska rögzítő pántjai leszerelhetőek, így egy pillanat alatt modern kézitáskát kapunk. <br />A táska thermo ételtartóval, cumitartóval és egy kényelmes pelenkázó alátéttel van kiegészítve.<br /> Számos rakodórésze elegendő teret biztosít a baba és a mama kellékeire. <br />A táskát egyszerűen szivaccsal vagy enyhe cikluson mosógépben moshatja.<br />Méretek	44x26x31 cm";"";"";"1";"";"1";"0";"0";"";""
"A049";"Britax Simo pelenkázó táska bézs";"1";"3141.7323";"3990";"Víztaszító anyagból készült<br />Könnyen tisztítható<br />Sok tárhely<br />Használható válltáskaként, akasztótáskaként vagy válltáskaként<br />Praktikus oldalsó zsebek<br />Méretek	40,01 x 30 x 19,99 cm; 498,95 gramm";"";"";"1";"";"4";"0";"0";"";""
"A047";"Britax Simo pelenkázó táska kék";"1";"3141.7323";"3990";"Méretek:40x30x18";"";"";"1";"";"4";"0";"0";"";""
"A048";"Britax Simo pelenkázó táska szürke";"1";"2354.3307";"2990";"Méretek:40x35x10";"";"";"1";"";"6";"0";"0";"";""
"D104";"LÄSSIG Baby pelenkázó táska";"1";"12590.5512";"15990";"Használt,újszerű állapot<br />Állítható magasságú vállpánt<br />Mobiltelefon-rekesz.<br />Babakocsihoz rögzithető<br />Tágas főrekesz<br />További tárolórekeszek<br />Extra nagy víztaszító pelenkázó<br />Méretek:40x30x20";"";"";"1";"";"1";"0";"0";"";""
"G040";"LÄSSIG Buggy Bum Bag Adventure Olive pelenkázó táska";"2";"7866.1417";"9990";"<!HTML KOD><p><span style=""color: #000000;""><strong>Új, gyári csomagolás nélkül</strong></span><br />Hasznos és praktikus táska a sűrűn használandó bébiholmiknak<br />Vállon hordható<br />Anyaga: 100% újrahasznosított poliészter<br />Mérete (kb. cm): 36x13x19<br />Tisztítása: közvetlen tisztítással</p>";"";"";"1";"";"1";"0";"0";"";""
"B031";"AngelCar Foppapedretti Pelenkatároló";"1";"4952.7559";"6290";"<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"2";"0";"0";"";""
"H104";"Diaper pelenka kuka";"2";"12590.5512";"15990";"<!HTML KOD><p><strong>Új ,csomagolás nélküli termék</strong><br />Nem kell hozzá utántöltőkazetta<br />Hagyományos szemeteszsákkal használható<br />Nem jönnek ki a kellemetlen szagok</p>";"";"";"1";"";"1";"0";"0";"";""
"G048";"Funkybox Unisex nedves törlőkendő tartódoboz";"1";"3141.7323";"3990";"Gyorsan utántölthető<br />Nedvesség tartó";"";"";"1";"";"1";"0";"0";"";""
"C090";"Tommee Tippee Sangenic Twist and Click+6db utántöltő";"2";"11015.748";"13990";"<!HTML KOD><p><strong>-Új, ellenőrzés miatt bontott doboz</strong><br />-Utántöltés módja: utántöltő kazetta<br />-Antibakteriális zacskó<br />-Utántöltőt tartalmaz a csomag<br />-Egyszerű egykezes használat<br />-A pelenka bedobásával automatikusan nyílik és záródik a rendszer</p>";"";"";"1";"";"3";"0";"0";"";""
"C008";"Tommee Tippee Windeleimer Sangenic Simplee +6db utántöltő";"2";"10228.3465";"12990";"<!HTML KOD><p><strong>-Új,sérülésmentes termék. Esztétikailag sérült csomagolás</strong><br />-Pelenkosár antibakteriális fóliával<br />-Szagtalan gyerekszoba<br />-Csuklós fedél<br />-Legfeljebb 18 pelenka (méret 2–5kg)<br />-Nem csak pelenkákhoz, hanem egyéb hulladékhoz is alkalmas</p>";"";"";"1";"";"2";"0";"0";"";""
"A011";"Tommee Tippee Windeleimer Twist & Click Sangenic pelenka kuka+1 db utántöltő";"1";"5503.937";"6990";"<!HTML KOD><p>- Könnyű összerakni és használni<br />- A pelenkákat egyenként becsomagolhatók, így a szag nem jut ki a vödörből<br />- A fólia a baktériumok 99%-át elpusztítja<br />- Akár 30 pelenkát is képes egyszerre tárolni<br />- Lapos kialakítású teteje könnyen kinyitható a fal mellett is<br />- Twist&Click utántöltővel használható<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"12";"0";"0";"";""
"F057";"Tommee Tippee Windeleimer Twist & Click Sangenic pelenka kuka+1 db utántöltő";"1";"5503.937";"6990";"-Gyári csomagolás nélkül Új<br />- Könnyű összerakni és használni<br />- A pelenkákat egyenként becsomagolhatók, így a szag nem jut ki a vödörből<br />- A fólia a baktériumok 99%-át elpusztítja<br />- Akár 30 pelenkát is képes egyszerre tárolni<br />- Lapos kialakítású teteje könnyen kinyitható a fal mellett is<br />- Twist&Click utántöltővel használható<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"H105";"BDM szilikon előke 2db";"2";"1566.9291";"1990";"BPA, BPS, PVC, latex és ftalátoktól mentes.<br />Könnyen tisztítható - mosogatógépben, meleg vízben";"";"";"1";"";"1";"0";"0";"";""
"H031";"Szilikon előke 3db";"1";"2354.3307";"2990";"Kiváló minőségű <br />BPA mentes<br />6 állítási lehetőség<br />Könnyen hordozható gyorsan összecsukhatók vagy feltekerhetők<br />Könnyen tisztítható";"";"";"1";"";"1";"0";"0";"";""
"H092";"Bellababy mellszívó";"2";"4716.5354";"5990";"<!HTML KOD><p><strong>Új, ellenőrzés miatt bontott dobozos termék</strong><br />Zárt visszafordulásgátló és BPA-mentes<br />A mellszívó belső visszacsapó szelepe megakadályozza, hogy a tej beragadjon a tömlőkbe, ahol penész, baktériumok és vírusok növekedhetnek<br />Ergonomikus kialakítás<br />Hordozható és könnyen használható</p>";"";"";"1";"";"1";"0";"0";"";""
"H037";"HAUCK Comfort Fix hordozó 0-13 kg";"1";"29125.9843";"36990";"Normál szabvány méretek: 0-13 kg, 0+<br />Újszülöttkortól használható<br />Hatályban lévő európai szabvány szerint tesztelve<br />Travel System rendszerre felkészítve<br />A következő babakocsikhoz használható: Hauck Lift Up 4, Hauck Rapid 3, Hauck Rapid 4, Hauck Vegas<br />Rögzítés módja: az autó 3 pontos biztonsági övével, menetiránnyal ellentétesen, vagy az ISOFIXES rögzitőtalp segitségével(nem tartozék)<br />Rögzíthető: a gépjármű első vagy hátsó ülésére (az első ülésen kizárólag menetiránnyal ellentétesen, kikapcsolt légzsák esetén használható)<br />Energiaelnyelő betétet tartalmaz<br />Lekerekített alja lehetővé teszi, hogy az autóból kivéve hintáztassuk<br />A hordozókar állítható, fokozatok száma: 3<br />A hordozókar gombbal állítható<br />A gyermek rögzítése: belső biztonsági öv<br />Belső biztonsági öve: 3 pontos, központi övfeszítős<br />Felszereltsége: gerinckiemelő betét, naptető, puha fejszűkítő betét, vállpárna<br />Súlya (kg): 4,3<br />A huzat anyaga: poliészter<br />Kategória: 0+";"";"";"1";"";"no";"0";"1";"";""
"H095";"ALVI - Vízálló matracfedél  70x140cm";"2";"3141.7323";"3990";"Védi a matracot: a puha molleton párna integrált nedvességvédelemmel rendelkezik, <br />és véd a tejmaradványoktól, foltoktól, izzadságtól, folyadékoktól, szivárgó pelenkáktól, vizelet vagy ágy nedvesedésétől.<br />Lélegző és nedvszívó<br />A matracvédő nedvszívó molleton anyaga gyorsan felszívja a folyadékot és szárazon tartja gyermekét.<br />95 ° C-on mosható";"";"";"1";"";"1";"0";"0";"";""
"C169";"Babysom  Bambus matrac- 72x32cm  4cm magas";"1";"3377.9528";"4290";"-32 x 72 cm-es matrac. Ideális ágyakhoz, kiságyakhoz, babakocsikhoz és gyermekágyakhoz.<br />-Az ultralágy szövet optimális frissességet biztosít a babának a nyugodt alváshoz.<br />-Kivehető matrachuzat: praktikus és higiénikus, a huzat gépben mosható 30 ° C-on.<br />-18 kg / m3 habmag matrac: puha kényelem.<br />-Teljes vastagsága 4 cm ";"";"";"1";"";"1";"0";"0";"";""
"A010";"Babysom Babamatrac 70x140 cm";"1";"9448.8189";"12000";"Tökéletes légkeringés korlátozza az izzadás hatásait<br />Meleg és kényelmes alvást biztosít a baba számára<br />Bi-Ome kezelés poratkák, baktériumok és penészgomba ellen<br />14 CM VASTAGSÁG <br />Sűrűség 23 kg / m3 <br />Oeko-Tex tanúsítvánnyal Francia gyártmányú<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"D20";"Foppapedretti  matrac Soft, 124 x 63 x 12 cm";"1";"11803.1496";"14990";"A Foppapedretti Soft cot matrac levehető és mosható 100% pamut huzattal és poliuretán párnázattal rendelkezik.<br />Hipoallergén, légáteresztő<br />Paplanhuzat 100% pamutból, levehető és mosható<br />Poliuretán párnázás<br />A felhasznált anyagok OEKO-TEX tanúsítvánnyal rendelkeznek<br />Méretek: 124 x 63 x 12 cm";"";"";"1";"";"2";"0";"0";"";""
"D022";"Foppapedretti matrac Climatic, 124 x 63 x 12 cm";"1";"14952.7559";"18990";"Fehér szín<br />Magasság: 12,0 centiméter<br />Hossza: 124,0 centiméter<br />Szélesség: 63,0 centiméter<br />Súly: 2,4 kilogramm<br />Anyag típusa: Hipoallergén szálak";"";"";"1";"";"1";"0";"0";"";""
"D085";"HAUCK Sleeper 120x60 Playpark matrac útazóágyhoz ";"1";"3929.1339";"4990";"<!HTML KOD><p><br />-Matrac fekvőfelülete (cm): 120x60<br />-A következő méretű utazóágyakhoz használható: 120x60<br />-Kis helyen tárolható<br />-Tartozéka: hordozótáska<span style=""color: #ff0000;"">(sérült a hordozótáska)</span><br />-Vastagság (cm): 6<br />-A huzat anyaga: poliészter<br />-A huzat tisztítása: levehető, mosható<br />-Matrac anyaga belül: habszivacs</p>";"";"";"1";"";"1";"0";"0";"";""
"A025";"Julius Zöllner AIR PLUS bölcső,mózeskosár matrac 70*41cm";"1";"4244.0945";"5390";"<p><span style=""color: #ff0000;""><strong>Állapot:Új</strong></span></p><br />-Hideghab mag<br />-Tisztítás:60°C-on, mosható<br />-Kiváló szellőzés<br />-Alkalmas allergiásoknak is";"";"";"1";"";"1";"0";"0";"";""
"B004";"Julius Zöllner Allegro Matrac 75 x 40 cm";"1";"2440.9449";"3100";"-Anyaga: bababarát PU puha habmag<br />-Az elasztikus pont az optimális fekvési kényelem érdekében<br />-Borító anyaga: Polycotton (65% poliészter, 35% pamut)<br />-A borító levehető<br />-Kezelési utasítás: 60 ° C-ig mosható fedél, kímélő ciklus<br />-Alkalmas allergiások számára<br />-Az Oeko-Tex Standard 100 ";"";"";"1";"";"1";"0";"0";"";""
"G005";"Julius Zöllner Travelsoft Premium Utazómatrac";"2";"11015.748";"13990";"Levehető huzat, légáteresztő Baby Fresh and Dry funkcionális szövetből<br />Matrac mag nagy teherbírású és közepesen puha habból, függőleges légcsatornákkal.<br />Praktikus és masszív táska<br />Az Oeko-Tex Standard 100 szerint tesztelték káros anyagokra, és alkalmas allergiások számára.<br />100% német kivitelezés, méretek: (Sz x H x M): 60 x 120 x 5 cm)<br />40 ° C-on mosható";"";"";"1";"";"1";"0";"0";"";""
"H048";"Obaby Eco Foam COT matrac";"2";"13377.9528";"16990";"Az Obaby Eco Hab Kiságy matrac - 140 x 70cm vízálló, lélegző és horpadás álló, szellőző hab és hipoallergén tulajdonságokkal";"";"";"1";"";"1";"0";"0";"";""
"G060";"Sun Garden gyermekmatrac 70 x 140 x 11 cm, mosható huzat";"1";"8653.5433";"10990";"Mérete 70 x 140 cm<br />Nyílt pórusú kényelmi habmag<br />Minden anyag Oeko-Tex 100 tanúsítvánnyal rendelkezik<br />A frottírborító levehető és 60 ° C-ig mosható<br />A matrac magassága kb. 11 cm";"";"";"1";"";"1";"0";"0";"";""
"A028";"Träumeland 90x40x6 Breeze Light kiságy szivacs matrac ";"1";"5503.937";"6990";"-Matrac fekvőfelülete (cm): 90x40<br />-Vastagság (cm): 6<br />-Matrac anyaga belül: latex, pontrugalmas hideghab pontrugalmas légcsatornákkal<br />-Belső anyaga antiallergén<br />-Kiváló szellőzés<br />-Légcsatornás kialakítás<br />-A huzat anyaga: lyocell, poliészter<br />-A huzat nedvszívó képessége kiváló<br />-A huzat anyaga antiallergén<br />-Huzata légáteresztős kialakítású<br />-A huzat levehető, tisztítása: mosógéppel<br /><br />";"";"";"1";"";"1";"0";"0";"";""
"B006";"Traumeland Bölcsőmatrac 90x50 / 90x10 cm";"1";"5669.2913";"7200";"-Belső anyaga antiallergén<br />-Kiváló szellőzés<br />-Huzat 100% pamut<br />-60 °C-on mosható";"";"";"1";"";"1";"0";"0";"";""
"A057";"Träumeland Matrac 50 x 100x5cm";"1";"6291.3386";"7990";"";"";"";"1";"";"1";"0";"0";"";""
"A058";"Träumeland Utazómatrac Air 90x66";"1";"7393.7008";"9390";"-Praktikus szállítás<br />-Antiallergén anyagból<br />-Levehető, mosható huzat<br />-Mérete: 120 × 60 × 5 cm";"";"";"1";"";"1";"0";"0";"";""
"A056";"Traumnacht Trendline BT Kiddy Gyerekmatrac, 60 x 120 cm";"1";"6291.3386";"7990";"-A Dream-night gyermekmatrac,optimális alvási kényelmet biztosít kicsinyeink számára<br />-8 cm magas kényelmi habmag<br />-Alkalmas allergiások számára<br />-A huzat 95 ° C-ig mosható";"";"";"1";"";"2";"0";"0";"";""
"G069";"Zöllner Dr. Lübbe Air Premium Flex babaágy matrac (60x120x10)";"2";"35425.1969";"44990";"A matrac Dr. A Lübbe Air Premium a 3 réteg elvén alapszik, amelyet egy gyermekorvos fejlesztett ki Dr. Carsten Lübbe. <br />Egészséges alvási kényelmet nyújt a csecsemő számára, és biztosítja a csendes és nyugodt éjszakákat. <br />A 3 réteg kiváló minőségű hideg habbal ellátott szerkezet optimálisan védi a gerincet.<br />A matrac  TÜV tanúsítvánnyal rendelkezik és a DIN EN 16890: 2017 biztonsági szabvány szerint tesztelt . <br />A huzat 60 ° C-ig mosható<br />A huzat TENCEL® szálas (37% Lyocell, 63% poliészter) lélegző FRESH & DRY funkcionális szövetből készült";"";"";"1";"";"1";"0";"0";"";""
"C200";"Concord Quix Beige sportbabakocsi+ajándék Simo napernyő";"2";"33850.3937";"42990";"<p>-Szín: bézs<br />-5 pontos biztonságiöv<br />-Ajánlott terhelhetőség max. 15kg<br />-DUO COMPACT kerekek a jó manőverezhetőségért <br />-Kompakt külső méretek tágas belső méretekkel<br />-Az első kerékzár lábbal működtethető<br />-Extra magas háttámla, kihajtható és szinte vízszintes felületet képez<br />-Fokozatmentesen állítható üléspozíció<br />-Nagy napellenző, 2 irányban állítható, víztaszító és napvédő UV 50+<br />-Levehető, mosható huzatok<br />-Méretek:76.5 x 46.5 x 105 cm; 8 Kg</p><p></p><br /><iframe width=""260"" height=""146"" src=""//www.youtube.com/embed/qJQBh-7M-2g"" allowfullscreen=""allowfullscreen""></iframe></p>";"";"";"1";"";"5";"0";"0";"";""
"C201";"Concord Quix Raspberry Pink sportbabakocsi+ajándék Simo napernyő";"2";"33850.3937";"42990";"<!HTML KOD><p>-Szín: Raspberry pink<br />-5 pontos biztonságiöv<br />-Ajánlott terhelhetőség max. 15kg<br />-DUO COMPACT kerekek a jó manőverezhetőségért<br />-Kompakt külső méretek tágas belső méretekkel<br />-Az első kerékzár lábbal működtethető<br />-Extra magas háttámla, kihajtható és szinte vízszintes felületet képez<br />-Fokozatmentesen állítható üléspozíció<br />-Nagy napellenző, 2 irányban állítható, víztaszító és napvédő UV 50+<br />-Levehető, mosható huzatok<br />-Méretek: 76.5 x 46.5 x 105 cm; 8 Kg<br /><iframe width=""260"" height=""146"" src=""//www.youtube.com/embed/qJQBh-7M-2g"" allowfullscreen=""allowfullscreen""></iframe></p>";"";"";"1";"";"6";"0";"0";"";""
"D017";"Foppapedretti Pileicht Denim sport Babakocsi";"1";"19677.1654";"24990";"-Könnyű babakocsi<br />-Méretek:	78 x 47,5 x 104 cm<br />-Szövet típus	:100% poliészter<br />-Szín:	Farmer<br />-Maximális súly: 	15 kg<br />-Biztonságiöv: 	5-pontos<br />-Súlya:	4,4 kg<br />";"";"";"1";"";"1";"0";"0";"";""
"H005";"MacLaren Atom Style Set babakocsi";"1";"78732.2835";"99990";"<!HTML KOD><p><strong>Új, Hibátlan, Bontott csomagolású kiállított darab</strong><br /><strong>A hordozótáska sérült</strong><br />Könnyü és kompakt<br />Súly: 4,9kg<br />5 pontos biztonsági öv<br />könnyű csukhatóság<br />mosható ülőrész<br />magas minőségű aluminium váz<br />repülőgép kabin kompatibilis méret<br />Nuna és Maxi Cosi autósülésekkel is használható<br />Mózeskosár vásárolható hozzá<br /><br />Tartozékok<br />esővédő<br />ülésbetét<br />tárolótáska</p>";"";"";"1";"";"1";"0";"0";"";""
"D098";"Nania Cassy sport Babakocsi ";"1";"15740.1575";"19990";"<p><span style=""color: #ff0000;""><strong>Állapot:Használt</strong></span><br />-Könnyű és rendkívül kompakt babakocsi<br />-Egy kézzel összecsukható és felhajtható<br />-A háttámla több helyzetben állítható<br />-Méretei: 56,6 x 48,8 x 23 cm<br />-Szín: Szürke<br />-Terhelhetőség(Max.): 15 kg<br />-Biztonságiöv: 5-pontos<br />-Súlya: 6 kg</p>";"";"";"1";"";"1";"0";"0";"";""
"A063";"Quinny Zapp sport Babakocsi";"1";"36212.5984";"45990";"<!HTML KOD><p><strong>-Bontott dobozos termék, esztétikailag sérült csomagolás</strong><br />-6 hónapos kortól <br />-Max. terhelhetőség 15 kg <br />- Könnyen összecsukható és könnyű szerkezetű babakocsi<br />- A sportrész mindkét irányból rögzíthető a babakocsi vázra<br />- Vízálló anyag<br />- Könnyen hozzáférhető, nagy bevásárló kosár<br />- Kinyitva: 82 x 58 x 108 cm<br />- Összecsukva: 73 x 37,5 x 38,5 cm<br />- Csak a váz: 6,3 kg<br />- Sportrésszel: 8,8 kg</p>";"";"";"1";"";"1";"0";"0";"";""
"H111";"NUK Hajkefe";"1";"937.0079";"1190";"A NUK bébi hajkefe és fésű ideális a mindennapi használatra. <br />A hajkefe különlegesen puha, természetes szőrből készül és gyengéden masszírozza a baba érzékeny bőrét. <br />A speciális nyél biztos fogást tesz lehetővé. <br />A fésű a lekerekített fogaknak köszönhetően megóvja a baba bőrét.";"";"";"1";"";"1";"0";"0";"";""
"F037";"AEROMOOV Buggy Mint babakocsi izzadásgátló betét";"1";"5503.937";"6990";"Könnyen levehető és tisztítható huzat babakocsira<br />Átszellőző<br />A következő babakocsikhoz használható: univerzális<br />Anyaga: frottír, poliészter<br />Tisztítása: kézi mosással<br />Méretek:36 x 22 x 2 cm; 170 gramm";"";"";"1";"";"1";"0";"0";"";""
"C078";"Babakocsi esővédő";"1";"1574.8031";"2000";"-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
