"Cikkszám";"Termék Név";"Státusz";"Nettó Ár";"Bruttó Ár";"Rövid Leírás";"Tulajdonságok";"Link";"Min. Menny.";"Max. Menny.";"Raktárkészlet";"Vásárolható, ha nincs Raktáron";"Változatokhoz Raktárkészlet";"Alacsony készlet";"Kép kapcsolat"
"F044";"HAUCK Rapid 3 Caviar/Black multifunkciós babakocsi";"1";"39362.2047";"49990";"Hordozó csatlakoztatható<br />Újszülöttkortól használható külön vásárolható hordozóval<br />Háttámla vízszintesig dönthető<br />Háttámlája dönthető, hevederrel állítható<br />A tolókar fogantyújának magassága állítható<br />Első kerekei bolygósíthatók<br />Lapalakúra csukható össze<br />Összecsukva kis helyen elfér<br />Felszereltsége: alsó kosár, állítható lábtartó, huzattal bevont karfa, vállpárna";"Kerekek száma: 3<br />Mérete összecsukva - HxSzxM (cm): 83x58x39<br />Mérete (kb. cm): 108x58x104<br />Súlya az ülőrésszel együtt (kg): 10,4<br />A váz anyaga: acél<br />Belső biztonsági öve: 5 pontos<br />A huzat anyaga: poliészter<br />A huzat tisztítása: közvetlen tisztítással<br />A következő hordozókkal/gyerekülésekkel használható: Hauck Comfort Fix Set with Isofix Base<br />Ülőrész terhelhetősége (max. kg): 15<br />Egy kézzel összecsukható";"";"1";"";"1";"0";"0";"";""
"D004";"HAUCK Rapid 4 Caviar/Black multifunkciós babakocsi";"1";"26763.7795";"33990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>-Állapot új</strong></span><br />-Hordozó csatlakoztatható<br />-Újszülöttkortól használható <br />-Háttámla vízszintesig dönthető<br />-Háttámlája hevederrel állítható<br />-A tolókar fogantyújának magassága állítható<br />-Lapalakúra csukható össze<br />-Összecsukva kis helyen elfér<br />-Felszereltsége: alsó kosár, állítható lábtartó, huzattal bevont karfa, vállpárna<br />-Mérete összecsukva - HxSzxM (cm): 84x54x30<br />-Súlya az ülőrésszel együtt (kg): 9,3<br />-A váz anyaga: acél<br />-Biztonsági öve: 5 pontos<br />-A huzat anyaga: poliészter<br />-A huzat tisztítása: közvetlen tisztítással<br />-Ülőrész terhelhetősége (max. kg): 25<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"1";"0";"0";"";""
"G020";"HAUCK Rapid 4 Caviar/Black multifunkciós babakocsi";"1";"23614.1732";"29990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>-Kiállított darab, ezért a kerekeken használat nyomai láthatóak ezen kivül hibátlan állapot</strong></span><br />-Hordozó csatlakoztatható<br />-Újszülöttkortól használható<br />-Háttámla vízszintesig dönthető<br />-Háttámlája hevederrel állítható<br />-A tolókar fogantyújának magassága állítható<br />-Lapalakúra csukható össze<br />-Összecsukva kis helyen elfér<br />-Felszereltsége: alsó kosár, állítható lábtartó, huzattal bevont karfa, vállpárna<br />-Mérete összecsukva - HxSzxM (cm): 84x54x30<br />-Súlya az ülőrésszel együtt (kg): 9,3<br />-A váz anyaga: acél<br />-Biztonsági öve: 5 pontos<br />-A huzat anyaga: poliészter<br />-A huzat tisztítása: közvetlen tisztítással<br />-Ülőrész terhelhetősége (max. kg): 25</p>";"";"";"1";"";"1";"0";"0";"";""
"D090";"Hauck Saturn R Duoset Babakocsi  ";"1";"62984.252";"79990";"<!HTML KOD><p><strong>-Bontott csomagolás, Új</strong><br />-Hordozó csatlakoztatható<br />-Az ülőrész újszülöttkortól használható<br />-Újszülöttkortól használható külön vásárolható hordozóval<br />-Újszülöttkortól használható mózeskosárral<br />-Háttámlája könnyen dönthető, fokozatok száma: 3<br />-A tolókar fogantyújának magassága állítható<br />-Megfordítható ülőrész<br />-Mérete összecsukva - HxSzxM : 85x59x39cm<br />-Mérete : 80x55x40cm<br />-Súlya az ülőrésszel együtt: 11,1kg<br />-A váz anyaga: alumínium<br />-Belső biztonsági öve: 5 pontos<br />-A huzat anyaga: poliészter<br />-Ülőrész terhelhetősége (max.): 22kg<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"1";"0";"0";"";""
"H014";"CHICCO Digital Electronic New babamérleg";"2";"12039.3701";"15290";"<!HTML KOD><p><strong>Új, bontott esztétikailag sérült doboz</strong><br />Terhelhetőség: 20 kg alatt<br />Tara hozzámérési funkció<br />Memóriával rendelkezik<br />Automatikusan kikapcsol<br />Elemgyengeség kijelzés<br />Mértékegység átváltási lehetőség: Kg, Lb, St<br />Mérési pontosság: 10 gramm</p>";"";"";"1";"";"1";"0";"0";"";""
"D116";"Todeco Elektromos babamérleg 65,4 x 33,2 x 11,6 cm - Max 20 kg -ig használt újszerü";"1";"6606.2992";"8390";"-Az adattároló funkcióval<br />-Zene funkcióval<br />-Automatikus kikapcsolás<br />-Méret:66.8 x 35.5 x 12.3 cm";"";"";"1";"";"1";"0";"0";"";""
"H006";"Britax Römer EVOLVA 123 SL SICT 2019 Cosmos Black";"2";"53535.4331";"67990";"<!HTML KOD><p><strong>Új, gyáricsomagolás nélküli termék</strong><br />A Britax Evolva 123 SL SICT 2019 Gyerekülés 5 pontos biztonsági övvel, erőteljes csípő-, fej-, és oldalvédelemmel rendelkezik.<br />Az autóban menetiránynak megegyezően, 3 pontos biztonsági övvel, könnyedén rögzíthető. <br />ClickSafe övrendszerrel felszerelt, melynek célja, hogy az öv megfelelő bekötésénél kattanó hangot ad ki.<br />Energiaelnyelő párnákkal és szellőzést biztosító háttámlával ellátott. <br />Az ülés szélessége és fejtámlája könnyedén állítható. <br />A jobb oldalsó ütközéscsillapító technológia (SICT) minimalizálja az oldalütközés hatását, <br />és az ISOFIX rögzítési pontok puha reteszekkel kombinálják az ülést közvetlenül az autóhoz.<br />ECE csoport: I-II-III csoport<br />Gyermek súlya: 9-36 kg<br />Gyermek életkora: kb. 9 hó – 12 év<br />Gyerekülés rögzítése:<br />A gépjármű 3-pontos biztonsági övével<br />Gyerekülés-pozíció: menetiránnyal megegyezően<br />Gyerekülés méretei: (mag. x szél. x mély) 61-86 cm x 51 cm x 48 cm<br />Gyerekülés súlya: 8,6 kg<br />Biztonság<br />5 pontos biztonsági öv, központi övfeszítő rendszerrel, később a gépjármű 3 pontos biztonsági öve<br />Oldalütközés ellen védő, puha, párnázott oldalszárnyak</p>";"";"";"1";"";"1";"0";"0";"";""
"C098";"Foppapedretti Side Protection System isofix ";"1";"23614.1732";"29990";"<p><span style=""color: #ff0000;""><strong>Használt,sérült</strong></span></p><br />- 9 és 36 kg közötti gyermekek számára (kb. 9 hónap és 12 év között), OLDALVÉDELMI RENDSZERREL<br /> -isofix <br />- 5 pontos rögzítő öv vállvédelemmel, belső párnázásvédelem<br />-Többállású állítható ülésdőlés, övbeállító mechanizmus<br />-termék méretek	66 x 50 x 76 cm; 10 kg";"";"";"1";"";"1";"0";"0";"";""
"F033";"LETTAS Baby Autósülés 360  0+1/2/3 (0-36 kg/0-12 Éves) Isofix";"1";"27551.1811";"34990";"<!HTML KOD><p><strong>Használt,Újszerű állapot</strong></p><p><br />0 + 1/2/3 0-36 kg (0 hónap - 12 év) csoportok számára alkalmas<br />3 az 1-ben autósülés<br />Oldalvédelmi rendszerrel az optimális védelemhez oldalütközések esetén<br />Biztonságosan rögzítve 5 pontos biztonságiöv-rendszerrel<br />7 magasságban állítható fejtámla a maximális biztonság érdekében.<br />4 kényelmes ülő és pihenő helyzet biztosítja a még kényelmesebb utazást<br />A párnahuzat eltávolítható és kézzel mosható<br />A 360 ° -os elforgatás megkönnyíti a gyermek be- és kiszállását<br />Integrált Isofix csatlakozók</p>";"";"";"1";"";"1";"0";"0";"";""
"H087";"LETTAS BABY Isofix Autósülés 360 0+1/2/3 (0-36 kg/0-12 Éves) ";"2";"31488.189";"39990";"0 + 1/2/3 0-36 kg (0 hónap - 12 év) csoportok számára alkalmas<br />3 az 1-ben autósülés<br />Oldalvédelmi rendszerrel az optimális védelemhez oldalütközések esetén<br />Biztonságosan rögzítve 5 pontos biztonságiöv-rendszerrel<br />7 magasságban állítható fejtámla a maximális biztonság érdekében.<br />4 kényelmes ülő és pihenő helyzet biztosítja a még kényelmesebb utazást<br />A párnahuzat eltávolítható és kézzel mosható<br />A 360 ° -os elforgatás megkönnyíti a gyermek be- és kiszállását<br />Integrált Isofix csatlakozók";"";"";"1";"";"1";"0";"0";"";""
"G057";"MAXI-COSI Kore 100-150cm Authentic Graphite gyerekülés i-Size";"2";"55110.2362";"69990";"i-Size szabvány méretek: 100-150 cm<br />Kategória: i-Size<br />A legmodernebb európai szabvány szerint tesztelve<br />Rögzítés módja: isofix, menetiránnyal megegyezően<br />Rögzíthető: a gépjármű első vagy hátsó ülésére<br />Magas oldalfala jól véd az oldalirányú ütközésektől<br />Extra oldalvédelem<br />Szélessége több fokozatba állítható<br />A fejtámla magassága állítható<br />Kitűnő csípő-, oldal- és fejvédelem<br />A gyermek rögzítése: autó biztonsági öv<br />A huzat anyaga: poliészter, vastagon párnázott<br />A huzat levehető, tisztítása: kézi mosással<br />Isofix rögzítési rendszer<br />ADAC teszt minősítés: jó";"";"";"1";"";"1";"0";"0";"";""
"G058";"NANIA RACER ISOFIX-ES GYEREKÜLÉS 9-36 KG";"2";"23614.1732";"29990";"súlycsoport: 9-36 kg<br />rögzítés módja: isofix és biztonsági öv<br />belső 5 pontos biztonsági övvel rendelkezik<br />Top Tether rögzítés<br />fejtámla magassága nem állítható<br />háttámla nem dönthető";"";"";"1";"";"1";"0";"0";"";""
